,id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,price
3262,2768,Monserrat,Entire home/apt,2,1,4/1/16,0.02,1,0,3/14/16,f,1.0,0,1,Real Bed,400,1,0,1125,f,f,flexible,f,f,1
3263,1572,Almagro,Entire home/apt,5,6,7/29/18,0.1,1,22,6/30/12,f,1.0,1,1,Real Bed,1960,1,0,1125,f,f,flexible,f,f,2
3264,4362,Palermo,Entire home/apt,3,62,3/15/20,1.71,2,2,11/11/14,f,1.0,1,4,Real Bed,1100,4,500,180,t,f,strict_14_with_grace_period,f,f,3
3265,602,Palermo,Entire home/apt,2,37,1/31/19,0.43,1,359,5/6/13,f,1.0,1,2,Real Bed,2444,3,698,1125,f,f,strict_14_with_grace_period,f,f,3
3266,11888,Recoleta,Entire home/apt,3,2,10/20/19,0.24,1,178,9/16/19,f,1.0,1,1,Real Bed,1046,1,0,1125,t,f,flexible,f,f,2
3267,9532,Colegiales,Entire home/apt,45,10,4/30/20,0.84,1,8,1/16/12,f,1.0,1,1,Real Bed,1395,2,0,1125,f,f,strict_14_with_grace_period,f,f,1
3268,1092,Palermo,Entire home/apt,30,13,3/14/17,0.19,1,155,3/30/14,f,1.0,2,3,Real Bed,3499,3,0,180,f,f,strict_14_with_grace_period,f,f,4
3269,10679,Recoleta,Entire home/apt,2,50,3/15/20,4.02,1,50,7/21/17,t,1.0,1,1,Real Bed,418,1,0,10,t,f,strict_14_with_grace_period,f,f,3
3270,480,Palermo,Entire home/apt,6,22,1/14/19,0.26,1,359,6/10/12,f,1.0,1,2,Real Bed,1960,1,1568,29,f,f,flexible,t,t,3
3271,3893,Monserrat,Private room,28,9,1/3/20,0.23,9,359,9/16/12,f,1.0,4,1,Real Bed,0,1,0,365,f,f,strict_14_with_grace_period,f,f,1
3272,586,Balvanera,Private room,10,12,1/31/19,0.14,4,155,4/24/13,f,2.0,1,1,Real Bed,1568,1,0,1125,f,f,moderate,f,f,1
3273,2738,Belgrano,Entire home/apt,5,2,8/16/17,0.05,7,0,2/15/14,f,1.0,2,3,Real Bed,4548,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
3274,2365,Palermo,Entire home/apt,6,90,5/25/20,1.62,1,308,9/10/10,t,1.0,1,1,Real Bed,1744,1,0,1125,f,f,moderate,f,f,4
3275,13190,Chacarita,Entire home/apt,7,7,3/23/20,1.29,1,184,12/28/19,f,1.0,0,3,Real Bed,2099,1,0,179,f,f,moderate,f,f,4
3276,3962,Palermo,Entire home/apt,3,5,6/12/17,0.13,2,359,1/12/15,f,1.0,0,1,Real Bed,550,1,0,1125,f,f,moderate,f,f,2
3277,3552,Palermo,Entire home/apt,5,3,11/13/18,0.07,9,361,11/7/16,t,1.0,1,1,Real Bed,3503,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
3278,13637,Recoleta,Entire home/apt,2,1,3/3/20,0.27,1,179,7/31/16,f,1.0,1,1,Real Bed,1046,3,697,180,t,f,strict_14_with_grace_period,f,f,2
3279,1396,Monserrat,Entire home/apt,5,113,2/29/20,1.66,1,90,10/10/14,t,2.0,3,4,Real Bed,5580,5,0,1125,t,f,moderate,f,f,4
3280,9674,Villa Crespo,Private room,1,9,12/21/19,0.62,2,360,7/28/16,t,1.0,2,1,Real Bed,0,1,0,30,t,f,flexible,f,f,1
3281,12716,Recoleta,Entire home/apt,2,8,3/3/20,1.21,6,89,10/2/16,f,1.0,0,2,Real Bed,1000,1,0,30,t,f,strict_14_with_grace_period,f,f,2
3282,12680,Recoleta,Entire home/apt,5,5,12/20/19,0.74,1,90,11/19/19,f,1.0,1,1,Real Bed,450,1,0,1125,t,f,moderate,f,f,2
3283,6894,San Nicolás,Entire home/apt,2,23,3/10/20,1.04,1,305,11/8/16,t,1.0,1,1,Real Bed,1401,3,1401,90,t,f,moderate,f,f,3
3284,1364,Recoleta,Entire home/apt,3,3,9/2/16,0.05,3,359,6/20/12,f,1.0,1,2,Real Bed,1397,2,838,180,f,f,strict_14_with_grace_period,t,t,3
3285,6486,Almagro,Entire home/apt,1,14,5/5/20,0.59,1,85,1/18/11,f,1.0,1,1,Real Bed,3149,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
3286,1826,Palermo,Private room,1,16,3/1/16,0.26,1,0,5/10/15,f,1.0,1,1,Real Bed,697,2,697,15,f,f,moderate,f,f,3
3287,11717,Palermo,Entire home/apt,3,5,1/14/20,0.66,1,0,1/24/17,f,1.0,1,3,Real Bed,799,1,0,90,t,f,strict_14_with_grace_period,f,f,4
3288,3903,Palermo,Entire home/apt,2,60,9/22/19,1.49,2,0,2/11/17,t,1.0,0,2,Real Bed,1325,1,0,1000,f,f,moderate,f,f,2
3289,13734,Palermo,Entire home/apt,3,2,3/12/20,0.52,1,270,2/24/20,f,1.0,1,1,Real Bed,1395,1,0,60,f,f,moderate,f,f,2
3290,7909,Monserrat,Entire home/apt,2,18,3/19/20,0.93,2,359,4/18/15,f,1.0,0,1,Real Bed,1397,1,0,360,t,f,strict_14_with_grace_period,f,f,2
3291,12702,Palermo,Entire home/apt,2,3,3/1/20,0.56,4,0,10/17/17,t,1.0,1,2,Real Bed,1046,2,697,1125,t,f,flexible,f,f,2
3292,2358,San Nicolás,Entire home/apt,3,9,2/20/19,0.21,2,361,3/18/14,f,1.0,1,2,Real Bed,2102,2,350,1125,t,f,moderate,f,f,3
3293,7978,Monserrat,Entire home/apt,1,10,2/15/20,0.6,1,0,6/16/12,f,1.0,1,1,Real Bed,1046,1,0,14,f,f,strict_14_with_grace_period,f,f,1
3294,1293,Palermo,Private room,2,85,2/9/20,1.61,3,179,9/16/13,t,1.0,1,1,Real Bed,349,1,349,15,f,f,moderate,f,f,1
3295,3134,Constitución,Entire home/apt,1,2,8/22/16,0.04,1,0,2/18/16,f,1.0,2,3,Real Bed,349,1,0,1125,f,f,flexible,f,f,2
3296,11196,Balvanera,Private room,2,6,3/1/20,0.85,5,173,7/21/19,t,1.0,1,1,Real Bed,838,1,0,7,f,f,flexible,f,f,1
3297,10259,San Nicolás,Private room,28,29,3/4/20,2.18,14,89,12/16/13,t,2.0,1,1,Real Bed,349,1,349,65,f,f,strict_14_with_grace_period,f,f,1
3298,791,Palermo,Entire home/apt,3,28,3/20/20,0.92,1,365,6/2/13,t,1.0,1,2,Real Bed,1744,1,0,1124,f,f,strict_14_with_grace_period,f,f,4
3299,13561,San Telmo,Entire home/apt,3,4,3/1/20,0.88,1,175,9/7/15,f,1.0,1,2,Real Bed,1050,2,350,30,t,f,flexible,f,f,1
3300,5777,Palermo,Entire home/apt,5,4,10/26/18,0.15,5,83,9/23/14,f,1.0,0,1,Real Bed,2095,1,0,180,t,f,strict_14_with_grace_period,f,f,4
3301,5932,Palermo,Entire home/apt,2,4,11/25/19,0.16,1,176,6/29/13,f,1.0,1,1,Real Bed,1051,1,0,1125,f,f,flexible,f,f,4
3302,687,Balvanera,Entire home/apt,30,2,11/30/13,0.02,2,84,6/21/12,f,1.0,2,3,Real Bed,2444,4,2793,90,f,f,moderate,f,f,4
3303,13297,Balvanera,Entire home/apt,2,1,1/27/20,0.2,4,358,3/20/15,f,1.0,1,3,Real Bed,600,1,0,1125,t,f,strict_14_with_grace_period,f,f,1
3304,5983,Recoleta,Private room,2,24,4/23/19,0.92,1,177,4/21/18,f,1.0,1,2,Real Bed,0,1,0,10,f,f,moderate,f,f,1
3305,10544,Palermo,Entire home/apt,1,20,2/25/20,1.76,35,358,8/7/14,t,1.5,1,2,Real Bed,1749,1,700,1125,f,f,strict_14_with_grace_period,f,f,2
3306,12577,Palermo,Entire home/apt,2,7,1/10/20,0.95,1,155,11/11/19,f,1.0,1,3,Real Bed,1397,1,0,1125,f,f,moderate,f,f,3
3307,5404,Retiro,Private room,7,2,6/6/18,0.08,25,0,8/24/15,t,1.0,1,1,Real Bed,0,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
3308,5720,Palermo,Entire home/apt,3,36,2/7/20,1.31,1,0,11/9/15,t,1.0,1,1,Real Bed,2092,2,697,1125,t,f,strict_14_with_grace_period,f,f,3
3309,5665,Palermo,Entire home/apt,1,24,12/30/19,0.87,1,84,3/1/18,f,1.0,2,2,Real Bed,2095,3,1048,30,t,f,flexible,f,f,4
3310,12344,Monserrat,Entire home/apt,6,9,3/11/20,1.16,5,174,4/8/19,f,1.0,1,2,Real Bed,1397,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
3311,2844,Villa Crespo,Private room,1,70,2/22/20,1.43,3,341,8/26/12,t,1.0,1,2,Real Bed,700,1,700,1125,t,f,strict_14_with_grace_period,f,f,2
3312,13654,Núñez,Entire home/apt,3,1,3/13/20,0.29,1,85,2/12/20,f,1.0,1,1,Real Bed,0,2,1500,30,f,f,flexible,f,f,2
3313,5825,Barracas,Private room,3,10,10/13/18,0.37,2,360,3/26/18,f,1.0,0,1,Real Bed,450,1,500,1125,t,f,flexible,f,f,1
3314,11626,Almagro,Entire home/apt,3,8,3/13/20,0.82,2,0,12/25/18,f,1.0,1,1,Real Bed,0,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
3315,4925,San Nicolás,Entire home/apt,7,8,11/3/19,0.26,17,270,4/13/16,t,1.0,1,1,Real Bed,1046,1,0,200,t,f,moderate,f,f,3
3316,7971,Palermo,Entire home/apt,5,6,2/20/19,0.31,1,0,11/19/18,f,1.0,1,1,Real Bed,0,1,710,1125,f,f,strict_14_with_grace_period,f,f,1
3317,9745,Palermo,Entire home/apt,1,24,3/20/20,1.67,1,179,4/2/19,t,1.0,1,1,Real Bed,1604,1,0,1125,t,f,moderate,f,f,2
3318,4215,Palermo,Entire home/apt,1,43,3/8/20,1.17,1,179,5/31/14,t,1.0,1,2,Real Bed,750,2,300,45,t,f,moderate,f,f,1
3319,12756,Palermo,Entire home/apt,2,5,3/12/20,0.73,1,70,6/11/15,f,1.0,1,1,Real Bed,699,1,0,1125,f,f,flexible,f,f,2
3320,3760,Palermo,Private room,1,23,2/12/20,0.55,1,179,1/5/17,t,2.0,1,1,Real Bed,837,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
3321,7214,Recoleta,Entire home/apt,1,33,12/26/19,1.57,2,359,9/27/17,f,1.5,1,2,Real Bed,698,1,0,1125,t,f,flexible,f,f,2
3322,11445,Belgrano,Entire home/apt,3,20,2/27/20,1.93,1,205,8/19/18,f,1.0,1,2,Real Bed,0,2,349,30,t,f,flexible,f,f,1
3323,7064,San Nicolás,Entire home/apt,3,53,3/16/20,2.97,1,121,9/6/18,t,2.0,2,3,Real Bed,1327,4,419,90,f,f,moderate,f,f,3
3324,8974,Palermo,Entire home/apt,2,35,3/15/20,2.21,11,180,8/4/15,t,1.0,0,1,Real Bed,1465,1,0,1125,t,f,flexible,f,f,2
3325,12303,Colegiales,Entire home/apt,1,3,3/15/20,0.74,10,180,7/11/19,f,1.0,1,1,Real Bed,697,1,0,1125,f,f,flexible,f,f,4
3326,5240,Palermo,Entire home/apt,4,8,2/13/19,0.27,1,0,10/1/11,f,2.0,2,2,Real Bed,349,2,1395,1125,t,f,moderate,f,f,4
3327,4770,Colegiales,Private room,2,12,8/26/18,0.36,2,360,5/26/14,f,1.0,1,1,Real Bed,0,1,350,7,f,f,flexible,f,f,1
3328,2399,San Nicolás,Entire home/apt,3,8,7/19/19,0.15,6,359,9/4/14,f,1.5,1,2,Real Bed,0,3,0,1125,f,f,moderate,f,f,3
3329,7880,San Telmo,Entire home/apt,3,3,2/9/20,0.32,19,0,10/19/17,f,1.0,1,2,Real Bed,1050,1,0,1125,t,f,moderate,f,f,4
3330,7280,Palermo,Entire home/apt,28,11,6/1/20,0.66,39,358,5/31/17,t,1.0,0,1,Real Bed,2095,2,1048,1125,f,f,strict_14_with_grace_period,f,f,3
3331,5207,Palermo,Entire home/apt,2,3,6/10/18,0.1,1,51,5/5/12,f,1.0,1,3,Real Bed,700,1,0,1125,f,f,flexible,f,f,2
3332,8665,Retiro,Private room,4,25,12/9/19,1.42,28,348,6/1/18,f,1.0,0,2,Real Bed,701,2,0,1125,t,f,flexible,f,f,1
3333,5220,Palermo,Private room,3,10,7/27/19,0.33,3,342,2/6/14,f,1.0,0,1,Real Bed,3492,1,0,1125,f,f,flexible,f,f,1
3334,5441,Villa Crespo,Entire home/apt,14,6,3/17/19,0.22,17,286,4/13/16,t,1.0,1,1,Real Bed,1397,1,0,120,t,f,moderate,f,f,3
3335,3192,Villa Crespo,Entire home/apt,28,1,6/9/17,0.03,1,264,7/14/16,f,1.0,1,1,Real Bed,2095,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
3336,3175,San Telmo,Private room,7,1,6/30/19,0.08,22,359,12/10/12,t,3.0,1,1,Real Bed,1048,1,349,1125,t,f,flexible,f,f,1
3337,1161,Retiro,Entire home/apt,3,176,3/16/20,2.57,9,176,6/29/11,t,1.0,1,1,Real Bed,1402,2,0,180,f,f,strict_14_with_grace_period,f,f,3
3338,699,Recoleta,Entire home/apt,3,47,12/9/19,0.71,35,355,3/24/13,t,3.5,3,5,Real Bed,2790,5,1395,1125,f,f,strict_14_with_grace_period,f,f,4
3339,7409,Chacarita,Entire home/apt,29,5,4/26/20,0.26,1,204,12/12/15,f,1.5,1,1,Real Bed,2099,1,0,366,t,f,strict_14_with_grace_period,f,f,2
3340,6107,San Telmo,Entire home/apt,3,17,1/5/20,0.87,8,0,2/20/14,t,1.0,1,1,Real Bed,2441,1,697,1125,f,f,flexible,f,f,4
3341,2447,Palermo,Entire home/apt,3,15,2/26/20,0.28,72,364,5/23/14,f,1.0,1,3,Real Bed,0,2,558,1125,f,f,strict_14_with_grace_period,f,f,2
3342,11592,Palermo,Entire home/apt,3,16,3/9/20,1.71,1,140,1/20/14,t,1.0,2,3,Real Bed,1046,2,1046,1125,t,f,moderate,f,f,4
3343,8061,Belgrano,Entire home/apt,3,3,8/26/19,0.19,2,175,3/19/14,f,1.0,2,3,Real Bed,2099,2,0,1125,f,f,strict_14_with_grace_period,f,f,3
3344,9725,Villa Crespo,Entire home/apt,3,21,4/18/20,1.69,1,359,12/15/17,t,1.5,0,2,Real Bed,838,2,349,1125,t,f,strict_14_with_grace_period,f,f,2
3345,4627,Palermo,Entire home/apt,7,16,3/31/20,0.89,2,361,7/20/13,t,1.0,0,1,Real Bed,1892,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
3346,8790,Monserrat,Private room,2,31,2/26/20,2.22,1,84,11/28/15,t,1.0,1,2,Real Bed,978,1,349,30,t,f,strict_14_with_grace_period,f,f,1
3347,9995,Monserrat,Private room,2,3,2/14/20,0.24,3,360,4/21/14,t,1.0,1,2,Real Bed,700,2,0,60,f,f,flexible,f,f,1
3348,3073,Villa Crespo,Private room,1,2,1/29/19,0.11,1,360,6/19/16,f,1.0,1,1,Real Bed,0,1,420,3,f,f,flexible,f,f,1
3349,3013,Monserrat,Private room,2,13,12/21/16,0.28,1,0,5/31/16,f,1.0,1,1,Real Bed,1046,1,0,1125,f,f,flexible,f,f,1
3350,2854,Palermo,Entire home/apt,1,4,10/6/19,0.08,25,140,11/20/15,f,2.5,2,6,Real Bed,1395,1,0,365,f,f,strict_14_with_grace_period,f,f,4
3351,7257,Palermo,Entire home/apt,3,2,1/2/19,0.11,1,0,8/6/13,f,2.0,2,2,Real Bed,2092,1,0,20,f,f,moderate,f,f,4
3352,9145,San Nicolás,Entire home/apt,3,10,3/8/20,0.66,1,164,8/31/15,t,1.0,2,5,Real Bed,2441,1,0,14,f,f,moderate,f,f,4
3353,3078,Palermo,Shared room,1,1,7/9/16,0.02,1,0,2/23/16,f,1.0,1,2,Real Bed,75,1,0,30,t,f,flexible,f,f,1
3354,7959,San Nicolás,Entire home/apt,1,13,3/24/20,0.69,18,203,3/11/13,t,1.0,1,1,Real Bed,1744,1,0,1125,f,f,moderate,f,f,3
3355,1853,Palermo,Private room,1,9,11/2/17,0.15,4,353,3/26/15,f,1.0,1,3,Real Bed,0,2,1403,1125,t,f,flexible,f,f,3
3356,7159,Recoleta,Entire home/apt,2,2,11/15/18,0.1,3,364,6/21/17,f,1.0,0,2,Real Bed,0,2,697,45,f,f,moderate,f,f,2
3357,4591,Villa Crespo,Entire home/apt,28,78,5/30/20,2.29,6,266,10/2/14,f,1.0,1,2,Real Bed,1676,1,0,1125,t,f,flexible,f,f,2
3358,8771,Monserrat,Entire home/apt,3,6,4/2/20,0.36,3,359,12/5/14,t,1.0,1,1,Real Bed,1536,1,0,200,t,f,strict_14_with_grace_period,f,f,3
3359,4516,Recoleta,Entire home/apt,3,2,7/30/18,0.07,1,86,8/29/08,f,1.0,2,2,Real Bed,1822,1,490,90,f,f,moderate,f,f,1
3360,4146,Retiro,Entire home/apt,2,13,7/21/19,0.38,8,0,3/20/17,t,1.0,1,1,Real Bed,1744,2,349,150,t,f,flexible,f,f,2
3361,2873,Palermo,Entire home/apt,2,58,11/16/19,1.17,10,325,3/16/16,f,1.0,1,1,Real Bed,600,1,0,1125,t,f,flexible,f,f,2
3362,2842,Belgrano,Entire home/apt,14,17,10/19/19,0.41,17,356,4/13/16,t,1.0,1,1,Futon,1397,1,0,300,t,f,moderate,f,f,4
3363,1291,Palermo,Entire home/apt,3,35,3/31/19,0.5,1,358,6/24/14,f,1.0,1,1,Real Bed,1568,2,0,30,f,f,moderate,f,f,3
3364,5432,Recoleta,Entire home/apt,5,29,12/15/19,1.04,4,296,10/19/15,t,1.0,1,1,Real Bed,1541,2,1541,1125,f,f,moderate,f,f,4
3365,2401,Palermo,Entire home/apt,30,7,12/5/17,0.13,3,0,12/7/14,f,1.0,0,0,Real Bed,1395,1,0,60,f,f,moderate,f,f,4
3366,9303,Almagro,Entire home/apt,2,1,4/21/19,0.07,1,0,1/1/17,f,1.0,1,1,Real Bed,1744,1,0,1125,f,f,moderate,f,f,2
3367,10479,San Nicolás,Entire home/apt,2,16,4/1/20,1.55,1,49,8/10/13,f,1.0,0,2,Real Bed,1046,1,0,120,f,f,strict_14_with_grace_period,f,f,1
3368,12631,Caballito,Private room,1,5,3/17/20,0.87,1,2,3/23/19,f,1.0,1,1,Real Bed,350,1,350,1125,t,f,flexible,f,f,1
3369,9608,Palermo,Entire home/apt,3,3,8/30/19,0.25,4,84,9/30/15,f,3.5,3,3,Real Bed,2095,4,1397,360,f,f,strict_14_with_grace_period,f,f,4
3370,2494,San Nicolás,Entire home/apt,1,16,3/20/20,0.3,1,174,1/4/16,t,1.0,2,3,Real Bed,1000,1,0,1125,f,f,flexible,f,f,2
3371,13264,Balvanera,Private room,1,2,1/21/20,0.38,1,85,1/5/20,f,1.0,0,1,Real Bed,350,1,0,1125,f,f,flexible,f,f,3
3372,1056,San Telmo,Entire home/apt,4,53,2/1/20,0.72,58,350,6/10/12,f,1.5,1,3,Real Bed,2799,2,1399,1125,t,f,flexible,f,f,3
3373,4525,Villa Crespo,Entire home/apt,1,45,1/4/20,1.31,1,84,4/19/17,f,1.0,1,1,Real Bed,349,1,698,1125,t,f,flexible,f,f,4
3374,584,Monserrat,Entire home/apt,2,101,1/4/20,1.22,1,355,10/6/10,t,2.0,3,3,Real Bed,3487,5,3487,365,f,f,strict_14_with_grace_period,f,f,4
3375,752,Palermo,Entire home/apt,7,14,3/18/17,0.18,3,358,4/12/11,t,1.0,0,1,Real Bed,1751,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
3376,13450,Palermo,Entire home/apt,3,7,6/10/20,1.48,1,174,2/25/16,f,1.0,1,2,Real Bed,1467,2,349,12,f,f,strict_14_with_grace_period,f,f,2
3377,6727,Palermo,Entire home/apt,6,14,3/10/20,0.63,1,84,8/2/18,f,1.0,2,3,Real Bed,3492,4,0,1125,t,f,strict_14_with_grace_period,f,f,4
3378,6746,San Telmo,Entire home/apt,1,34,3/14/20,2.34,1,334,7/29/14,t,1.0,1,2,Real Bed,2444,2,0,1125,t,f,moderate,f,f,4
3379,8691,Almagro,Private room,7,2,5/5/19,0.13,2,359,1/15/19,f,1.0,1,1,Real Bed,0,1,0,30,f,f,flexible,f,f,1
3380,4311,Palermo,Entire home/apt,1,4,10/3/18,0.14,3,179,1/18/17,f,1.0,1,3,Real Bed,1395,2,1046,1125,t,f,moderate,f,f,4
3381,3889,Palermo,Entire home/apt,3,4,7/20/18,0.1,2,176,2/8/17,f,1.0,1,2,Real Bed,0,1,0,90,t,f,moderate,f,f,4
3382,13337,Recoleta,Entire home/apt,7,5,3/12/20,0.98,1,362,4/10/16,f,1.0,2,3,Real Bed,1753,1,0,90,t,f,moderate,f,f,2
3383,12664,Villa Urquiza,Entire home/apt,2,9,5/10/20,1.54,1,83,7/12/19,t,1.0,1,3,Real Bed,700,2,350,21,f,f,moderate,f,f,1
3384,5014,Recoleta,Entire home/apt,2,106,3/21/20,4.12,1,253,7/25/17,f,1.0,1,2,Real Bed,1186,2,697,30,f,f,moderate,f,f,1
3385,9250,Colegiales,Entire home/apt,30,1,6/1/19,0.08,1,298,11/10/12,f,1.5,1,1,Real Bed,1751,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
3386,12475,Recoleta,Private room,1,3,12/12/19,0.41,2,90,10/25/11,t,1.0,1,0,Real Bed,349,1,349,1125,f,f,flexible,f,f,1
3387,5545,Recoleta,Private room,1,96,3/11/20,3.55,1,365,11/23/15,t,1.0,1,1,Real Bed,0,1,697,7,t,f,flexible,f,f,1
3388,7477,Palermo,Entire home/apt,3,14,12/5/19,0.72,1,363,11/30/15,f,1.0,1,1,Real Bed,1804,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
3389,5326,Palermo,Entire home/apt,7,11,1/15/20,0.4,17,166,4/13/16,t,1.5,1,2,Real Bed,1744,1,0,300,t,f,moderate,f,f,4
3390,12898,San Nicolás,Entire home/apt,1,8,2/28/20,1.39,1,176,10/5/18,f,1.0,1,3,Real Bed,351,1,351,1125,t,f,flexible,f,f,2
3391,6545,Balvanera,Entire home/apt,3,4,8/30/18,0.17,1,0,5/20/12,f,1.0,2,3,Real Bed,600,1,0,1125,f,f,flexible,f,f,1
3392,12388,Retiro,Entire home/apt,1,12,3/12/20,1.76,1,86,10/27/19,f,1.5,1,3,Real Bed,2033,1,911,1125,f,f,strict_14_with_grace_period,f,f,2
3393,11062,Palermo,Entire home/apt,7,35,3/7/20,3.05,1,90,7/10/19,f,1.0,0,1,Real Bed,0,1,0,365,t,f,flexible,f,f,2
3394,10760,Recoleta,Entire home/apt,4,18,5/25/20,1.49,2,181,2/25/19,f,1.0,1,1,Real Bed,838,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
3395,1012,Retiro,Entire home/apt,15,33,4/4/15,0.43,2,179,1/15/14,f,1.0,0,2,Real Bed,1395,4,6974,1125,f,f,strict_14_with_grace_period,f,f,3
3396,9327,Chacarita,Entire home/apt,7,10,6/17/19,0.66,1,0,1/19/17,f,1.0,0,1,Real Bed,400,1,300,60,t,f,flexible,f,f,1
3397,5532,Palermo,Entire home/apt,1,3,8/5/18,0.11,6,365,2/7/18,f,1.0,1,2,Real Bed,3487,1,349,1125,f,f,moderate,f,f,3
3398,4297,Almagro,Entire home/apt,3,7,1/21/18,0.19,1,0,10/25/15,f,1.0,1,1,Real Bed,500,1,0,1125,f,f,moderate,f,f,1
3399,7753,Palermo,Entire home/apt,3,1,11/7/19,0.13,1,0,11/10/16,f,1.0,2,2,Real Bed,2092,1,0,1125,f,f,flexible,f,f,4
3400,5275,Palermo,Entire home/apt,2,34,10/14/19,1.2,1,88,1/1/18,f,1.0,1,2,Real Bed,837,1,0,30,f,f,strict_14_with_grace_period,f,f,3
3401,9053,Recoleta,Entire home/apt,4,10,3/1/20,0.64,1,109,8/25/17,f,1.5,2,3,Real Bed,2095,1,0,1125,t,f,flexible,f,f,4
3402,695,Villa Urquiza,Entire home/apt,2,5,12/17/17,0.06,1,360,7/9/13,f,1.5,2,2,Real Bed,3162,2,1581,1125,f,f,moderate,f,f,3
3403,10567,Recoleta,Entire home/apt,1,40,2/29/20,3.26,35,326,8/7/14,t,1.5,2,3,Real Bed,2092,2,697,1125,f,f,strict_14_with_grace_period,f,f,3
3404,10423,San Nicolás,Entire home/apt,6,1,11/6/19,0.13,1,364,1/13/18,f,1.0,1,2,Real Bed,0,1,0,31,t,f,moderate,f,f,1
3405,969,San Nicolás,Private room,2,66,2/11/20,0.89,14,86,12/16/13,t,2.0,1,1,Real Bed,351,1,351,1125,f,f,strict_14_with_grace_period,f,f,1
3406,13089,Villa Ortúzar,Entire home/apt,2,3,4/5/20,0.59,1,175,12/11/19,f,1.0,1,2,Real Bed,490,1,0,1125,t,f,moderate,f,f,2
3407,8465,Núñez,Entire home/apt,2,21,3/30/20,1.24,1,0,12/28/18,t,1.0,1,3,Real Bed,1399,2,0,90,t,f,moderate,f,f,2
3408,1335,Palermo,Entire home/apt,6,11,7/25/16,0.16,1,0,5/28/13,f,1.0,0,2,Real Bed,4185,1,0,1125,f,f,moderate,f,f,3
3409,12663,Recoleta,Entire home/apt,3,1,12/4/19,0.15,1,0,7/22/19,f,1.0,1,1,Real Bed,2092,1,0,200,f,f,moderate,f,f,3
3410,12182,Constitución,Entire home/apt,14,1,11/28/19,0.14,28,359,5/22/16,f,1.0,1,1,Real Bed,2095,1,349,200,t,f,moderate,f,f,2
3411,625,San Nicolás,Entire home/apt,4,4,3/29/20,0.14,2,365,5/20/13,t,1.0,1,1,Real Bed,0,2,1370,1125,f,f,flexible,f,f,3
3412,7930,Villa Crespo,Entire home/apt,2,62,3/18/20,3.22,6,328,9/24/18,f,1.5,2,4,Real Bed,1257,2,349,652,f,f,super_strict_30,f,f,4
3413,4134,Palermo,Entire home/apt,5,4,5/15/18,0.14,4,0,8/6/12,t,1.0,1,1,Real Bed,2092,1,0,180,f,f,strict_14_with_grace_period,f,f,3
3414,1067,Monserrat,Entire home/apt,3,4,11/19/18,0.05,1,358,12/4/10,f,1.0,0,2,Real Bed,1397,2,1536,1125,t,f,moderate,f,f,4
3415,10995,Villa Crespo,Entire home/apt,3,1,1/23/20,0.2,6,0,6/8/11,f,1.0,0,1,Real Bed,1046,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
3416,10528,Villa Urquiza,Entire home/apt,2,10,3/14/20,0.85,1,327,6/1/17,t,1.0,1,1,Real Bed,1399,4,0,30,f,f,moderate,f,f,2
3417,5763,San Nicolás,Private room,1,4,11/14/18,0.16,9,337,4/7/17,f,1.0,1,1,Real Bed,1051,1,0,1125,t,f,flexible,f,f,1
3418,12993,Palermo,Entire home/apt,60,8,6/3/20,1.45,1,89,12/11/17,f,1.0,1,1,Real Bed,2102,1,0,150,t,f,flexible,f,f,4
3419,11784,Recoleta,Entire home/apt,2,5,2/22/20,0.53,1,365,8/13/19,f,1.0,1,3,Real Bed,1744,2,349,1125,t,f,strict_14_with_grace_period,f,f,1
3420,6506,Palermo,Entire home/apt,15,60,3/12/20,2.54,1,80,9/4/13,t,1.0,1,1,Real Bed,2441,2,558,60,f,f,moderate,f,f,4
3421,8331,Palermo,Private room,1,3,12/31/18,0.16,1,0,10/19/18,f,2.5,1,1,Real Bed,701,1,0,30,t,f,flexible,f,f,1
3422,7648,Palermo,Entire home/apt,30,67,3/8/20,3.52,3,361,6/23/18,t,1.0,1,1,Real Bed,701,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
3423,6470,Balvanera,Entire home/apt,7,11,3/1/20,0.47,5,183,4/1/18,f,1.0,1,1,Real Bed,0,1,299,1125,f,f,flexible,f,f,1
